Grupo,Nombre del producto,Tipo,Tutor(es)/Cotutor(es),Institución,Estudiante orientado,Programa académico,Tipo de orientación,DOI,Año,Valoración,Número de Páginas,Palabras,Area,Sectores 
D+TEC - Desarrollo Tecnológico,Dynamic Modelling of Bipolar Membrane Electrodialysis for Lactic Acid Recovery, Trabajo de grado de maestría o especialidad clínica , OSCAR ANDRES PRADO RUBIO, Universidad Técnica de Dinamarca,Sijing Liu, Ingeniería Química, Coturor/asesor,, 2010, Aprobada, 60,,,
D+TEC - Desarrollo Tecnológico,Propuesta de un Panorama de Mantenimiento Preventivo para la Empresa Unión de Arroceros S.A. En su Planta de Producción de Ibagué, Trabajos dirigidos/Tutorías de otro tipo , ALFONSO CUBILLOS VARELA, UNIVERSIDAD DE IBAGUÉ,Ricardo Gutierrez Barrios, Ingenieria Mecanica, Tutor principal,, 2009, , ,,,
D+TEC - Desarrollo Tecnológico,Diseño y propuesta para implementación de rutinas de mantenimiento preventivo para vehículos de carga, Trabajos dirigidos/Tutorías de otro tipo , EDUARDO ALBERTO PEREZ RUIZ, Centro técnico y tecnológico san José SENA,Juan Pablo Espinosa Ruiz, Tecnología Mecánica, Tutor principal,, 2009, Aprobada, 95,,,
D+TEC - Desarrollo Tecnológico,DISEÑO DE UN DISPOSITIVO PROTECTOR PARA ASIENTOS DE MOTOCICLETAS Y PROPUESTA DE EMPRENDIMIENTO PARA PRODUCCIÓN Y COMERCIALIZACIÓN, Trabajos de grado de pregrado , EDUARDO ALBERTO PEREZ RUIZ, UNIVERSIDAD DE IBAGUÉ,Jorge Arvey Pava Muñoz - Oscar Andres Gómez Rodríguez, Ingeniería Mecánica, Tutor principal,, 2010, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Diseño y Construcción de un Software Simulador CNC para un Pantografo Trazador, Trabajos dirigidos/Tutorías de otro tipo , ALFONSO CUBILLOS VARELA, UNIVERSIDAD DE IBAGUÉ,Miguel Angel Villanueva Portela, Ingenieria Mecanica, Tutor principal,, 2009, , ,,,
D+TEC - Desarrollo Tecnológico,Elaboración de una Propuesta de un Plan de Mantenimiento Preventivo para la Empresa Grupo Carolina, Trabajos dirigidos/Tutorías de otro tipo , ALFONSO CUBILLOS VARELA, UNIVERSIDAD DE IBAGUÉ,Fabián Augusto Perdomo Váquiro, Ingenieria Mecanica, Tutor principal,, 2009, , ,,,
D+TEC - Desarrollo Tecnológico,"Diseño, construcción y validación de una maquina prototipo para la mezcla de gelatina de pata de res.", Trabajos de grado de pregrado , OSCAR ARAQUE DE LOS RIOS, UNIVERSIDAD DE IBAGUÉ,Arlex Jesús Otavo Méndez, Ingeniería Mecánica, Tutor principal,, 2009, , ,,,
D+TEC - Desarrollo Tecnológico,Modelamiento dinámico de temperatura y la humedad relativa en camaras de atmosfera controlada, Trabajo de grado de maestría o especialidad clínica , OSCAR BARRERO MENDOZA, UNIVERSIDAD DE IBAGUÉ,Carlos Moya, Maestria en Ingeniería de Control Industrial, Tutor principal,, 2011, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,"Diseño y construcción de un equipo de laboratorio tipo Pin-on-Disk para ensayos de desgaste por deslizamiento en seco, siguiendo las características de la norma internacional ASTM G-99", Trabajos de grado de pregrado , EDUARDO ALBERTO PEREZ RUIZ, UNIVERSIDAD DE IBAGUÉ,Luis Fernando Lamprea Páez, Ingniería Mecánica, Tutor principal,,2009, , ,,,
D+TEC - Desarrollo Tecnológico,SISTEMA ELECTRÓNICO PARA MEDICIÓN DE NIVELES EN CORRIENTES HÍDRICAS SUPERFICIALES POR ULTRASONIDO, Trabajos de grado de pregrado ," LUIS EDUARDO PENA ROJAS , WILLIAM ALEXANDER LONDONO MARIN", UNIVERSIDAD DE IBAGUÉ,RICARDO ANDRÉS NAVARRO GASCA, Ingeniería Electrónica, Tutor principal,, 2010, Aprobada, 113,,,
D+TEC - Desarrollo Tecnológico,Diseño de una maquina pre limpiadora de arroz paddy para el laboratorio de la empresa Molino los Andes Ltda., Trabajos de grado de pregrado , OSCAR ARAQUE DE LOS RIOS, UNIVERSIDAD DE IBAGUÉ,Johan Erick Nagles Bahamón, Ingeniería Mecánica, Tutor principal,, 2009, , ,,,
D+TEC - Desarrollo Tecnológico,Influencia de las variables del procesos de torneado en el acabado superficial en un acero 1020, Trabajos dirigidos/Tutorías de otro tipo , EDUARDO ALBERTO PEREZ RUIZ, UNIVERSIDAD DE IBAGUÉ,Miller Isaac Jiménez V., Tecnología Mecánica, Tutor principal,, 2008, , 0,,,
D+TEC - Desarrollo Tecnológico,-	Propuesta de un sistema de transporte para la alimentación de grasa animal a una caldera en la sección de producción en Granja Buenos Aires S.A, Trabajos dirigidos/Tutorías de otro tipo , EDUARDO ALBERTO PEREZ RUIZ, UNIVERSIDAD DE IBAGUÉ,Fernando Reyes Sanabria, Tecnología Mecánica, Tutor principal,, 2008, , 0,,,
D+TEC - Desarrollo Tecnológico,-	Caracterización y selección de material para cuerpo de una mezcladora de la empresa Granja Buenos Aires S.A, Trabajos dirigidos/Tutorías de otro tipo , EDUARDO ALBERTO PEREZ RUIZ, UNIVERSIDAD DE IBAGUÉ,José Mauricio Prada Zarabanda, Tecnología Mecánica, Tutor principal,, 2008, , 0,,,
D+TEC - Desarrollo Tecnológico,"Diseño, Construccion, Montaje y Simulacion de una Banco piloto de Flujo de Aire", Trabajos de grado de pregrado , IVAN DARIO RAMIREZ RIVAS, UNIVERSIDAD DE IBAGUÉ,Angelica , Ingenieria Mecanica, Tutor principal,, 2008, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Evaluación Técnico Económica De Un Sistema De Transporte De Material De Arrastre Triturado De Río Para La Alimentación Del Clasificador Granulométrico De La Empresa Inversiones Zárate Gutierrez, Trabajos de grado de pregrado , OSCAR ARAQUE DE LOS RIOS, UNIVERSIDAD DE IBAGUÉ,Juan Pablo Gómez Garzón, Ingeniería Mecánica, Tutor principal,, 2008, Aprobada, 141,,,
D+TEC - Desarrollo Tecnológico,Evaluación técnico económica de un sistema de transporte de material de arrastre triturado de río para la alimentación del clasificador granulométrico de la empresa Inversiones Zárate Gutiérrez, Trabajos de grado de pregrado , OSCAR ARAQUE DE LOS RIOS, UNIVERSIDAD DE IBAGUÉ,Juan Pablo Gómez Garzón, Ingeniería Mecánica, Tutor principal,, 2008, , ,,,
D+TEC - Desarrollo Tecnológico,Diseño de Observadores no lineales para una Planta de Tratamiento de Aguas Residuales Basados en el Filtro de Kalman Ensamblado, Trabajo de grado de maestría o especialidad clínica ," LUCY OTALORA OTALORA , OSCAR BARRERO MENDOZA", UNIVERSIDAD DE IBAGUÉ,Lucy Otalora Otalora, Maestria en Ingeniería de Control Industrial, Tutor principal,, 2009, Aprobada, 100,,,
D+TEC - Desarrollo Tecnológico,Modelación y Control del Procesos de Secado de Arroz Paddy en Silo Inclinado, Trabajo de grado de maestría o especialidad clínica ," ALFONSO CUBILLOS , OSCAR BARRERO MENDOZA", UNIVERSIDAD DE IBAGUÉ,Alfonso Cubillos, Maestria en Ingeniería de Control Industrial, Tutor principal,, 2009, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Control Predictivo de la DQO en el bioreactor de una PTAR con lodos activados, Trabajo de grado de maestría o especialidad clínica , IVAN DARIO RAMIREZ RIVAS, UNIVERSIDAD DE IBAGUÉ,Luis Eduardo leguizamon, Control de Bio-procesos, Coturor/asesor,, 2007, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Control de una planta de laboratorio barra-esfera usando tecnicas de control lineal, Trabajo de grado de maestría o especialidad clínica , LUIS ALFONSO MUNOZ HERNANDEZ, UNIVERSIDAD DE IBAGUÉ,Efren Vinicio Herrera Muentes, Magíster En Ingeniería de Control Industrial, Tutor principal,,nero , Aprobada, 98,,,
D+TEC - Desarrollo Tecnológico,Towards Benchmarkimg of Anaerobic Digestion Process, Trabajo de grado de maestría o especialidad clínica , IVAN DARIO RAMIREZ RIVAS, UNIVERSIDAD DE IBAGUÉ,Mauricio Hernandez, Especializacion En Automatizacion y Control de Pro, Tutor principal,, 2007, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Modelación y Control Difuso Para una Cámara de Atmosfera Controlada, Trabajo de grado de maestría o especialidad clínica ," JOHN JAIRO CESPEDES , OSCAR BARRERO MENDOZA", UNIVERSIDAD DE IBAGUÉ,John Jairo Cespedes, Maestria en Ingeniería de Control Industrial, Tutor principal,, 2008, Aprobada, 85,,,
D+TEC - Desarrollo Tecnológico,Adquisiciopn y tratamiento d elas señales utilizadasen la planta piloto d ela universidad de Ibaguè para tratamiento de aguas residuales utilizando Labview, Trabajo de grado de maestría o especialidad clínica ," AUGUSTO GUARIN , JOSE ALDEMAR MUNOZ HERNANDEZ", UNIVERSIDAD DE IBAGUÉ,Augusto Guarin, Maestría En Ingeniería de Control, Tutor principal,, 2009, Aprobada, 88,,,
D+TEC - Desarrollo Tecnológico,Nonlinear algorithms application to a CSTR for stability analysis, Trabajo de grado de maestría o especialidad clínica ," JOSE ALDEMAR MUNOZ HERNANDEZ , RICARDO TRONCOSO", UNIVERSIDAD DE IBAGUÉ,Ricardo Troncoso, Maestría En Ingeniería de Control, Tutor principal,, 2007, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Control de oxigeno disuelto en un bioreactor de la planta piloto de tratamiento de aguas residuales de la universidad de Ibaguè, Trabajo de grado de maestría o especialidad clínica ," JOSE ALDEMAR MUNOZ HERNANDEZ , LUIS EDUARDO LEGUIZAMON", UNIVERSIDAD DE IBAGUÉ,Luis Eduardo Leguizamon, Maestría En Ingeniería de Control, Tutor principal,, 2009, Aprobada, 120,,,
D+TEC - Desarrollo Tecnológico,Diseño estocastico de elementos de maquinas, Trabajos de grado de pregrado , IVAN DARIO RAMIREZ RIVAS, UNIVERSIDAD DE IBAGUÉ,Ivan, Ingenieria Mecanica, Tutor principal,, 2006, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,Modelizaciòn y Control de un sistema Neumàtico Usando Control Inteligente, Trabajo de grado de maestría o especialidad clínica ," FLAMINIO VERA , JOSE ALDEMAR MUNOZ HERNANDEZ", UNIVERSIDAD DE IBAGUÉ,Flaminio Vera, Maestría En Ingeniería de Control, Tutor principal,, 2007, Aprobada, 54,,,
D+TEC - Desarrollo Tecnológico,Control of a helicopter laboratory process using linear and fuzzy techniques, Trabajo de grado de maestría o especialidad clínica ," JAIRO JOSE ESPINOSA OVIEDO , OSCAR MAURICIO AGUDELO MANOZCA", UNIVERSIDAD DE IBAGUÉ,Oscar Mauricio Agudelo Mañozca, Maestria En Control y Automatización, Tutor principal,,2003, , 98,,,
D+TEC - Desarrollo Tecnológico,Control de oxígeno disuelto en un Bioreactor, Trabajo de grado de maestría o especialidad clínica ," JAVIER MURILLO , JOSE ALDEMAR MUNOZ HERNANDEZ", UNIVERSIDAD DE IBAGUÉ,Javier Murillo, Maestría En Ingeniería de Control, Tutor principal,, 2005, Aprobada, 0,,,
D+TEC - Desarrollo Tecnológico,MODELIZACION Y CONTROL DE CAMARAS DE ATMOSFERA CONTROLADA PARA ALMACENAMIENTO DE FRUTA FRESCA, Trabajo de grado de maestría o especialidad clínica ," JOHN JAIRO CESPEDES , OSCAR BARRERO MENDOZA", UNIVERSIDAD DE IBAGUÉ,JOHN JAIRO CESPEDES, Maestria en Ingenieria de Control, Tutor principal,,, , 0,,,
D+TEC - Desarrollo Tecnológico,Comparacion entre controladores PID y controladores modernos LQG en un sistema hidraulico, Trabajos de grado de pregrado ," ALFONSO CUBILLOS , OSCAR BARRERO MENDOZA", UNIVERSIDAD DE IBAGUÉ,ALFONSO CUBILLOS, Automatizacion Industrial, Tutor principal,,, , 0,,,
D+TEC - Desarrollo Tecnológico,Comparacion entre controladores PID y controladores modernos LQG en un sistema hidraulico, Trabajos de grado de pregrado , OSCAR BARRERO MENDOZA, UNIVERSIDAD DE IBAGUÉ,ALFONSO CUBILLOS, Automatizacion Industrial,,,2003, , 0,,,
D+TEC - Desarrollo Tecnológico,"Análisis comparativo de técnicas de control tradicionales y MBPC (Control Predictivo basado en modelos), en una planta piloto de tratamiento de aguas residuales.", Trabajo de grado de maestría o especialidad clínica ," ANA ISABEL GUTIERREZ COLMENARES , JAVIER MURILLO", UNIVERSIDAD DE IBAGUÉ,Javier Murillo, Maestría En Ingeniería de Control Industrial, Coturor/asesor,,, , 0,,,
D+TEC - Desarrollo Tecnológico,Análisis comparativo de técnicas de control tradicionales y técnicas de control inteligente en una planta piloto de tratamiento de aguas residuales, Trabajo de grado de maestría o especialidad clínica ," ANA ISABEL GUTIERREZ COLMENARES , JULIAN BONILLA", UNIVERSIDAD DE IBAGUÉ,Julian Bonilla, Maestría En Ingeniería de Control Industrial, Tutor principal,,, , 0,,,
D+TEC - Desarrollo Tecnológico,Modelización y control de un sistema neumático usando redes neuronales y técnicas difusas, Trabajo de grado de maestría o especialidad clínica ," ANA ISABEL GUTIERREZ COLMENARES , FLAMINIO VERA", UNIVERSIDAD DE IBAGUÉ,Flaminio Vera, Maestría En Ingeniería de Control Industrial, Tutor principal,,, , 0,,,
D+TEC - Desarrollo Tecnológico,Diseno de software de control, Trabajo de grado de maestría o especialidad clínica ," HUGO ACERO , OSCAR BARRERO MENDOZA", UNIVERSIDAD DE IBAGUÉ,Hugo Acero, Maestria en Ingenieria de Control, Tutor principal,,, , 0,,,
D+TEC - Desarrollo Tecnológico,Modelling of a human expert controller by using fuzzy technieques, Trabajos de grado de pregrado ," JOSE ALDEMAR MUNOZ HERNANDEZ , LUIS MIGUEL LOPEZ", Rijksuniversiteit Te Gent,Luis Miguel Lopez, Fuzzy, Tutor principal,,2001, , 40,,,
D+TEC - Desarrollo Tecnológico,Fuzzy Model based Predictive Control for a HPDE Polymerization Reactor, Trabajo de grado de maestría o especialidad clínica ," ANA ISABEL GUTIERREZ , JAIRO JOSE ESPINOSA OVIEDO", KATHOLIEKE UNIVERSITEIT LEUVEN,Ana Isabel Gutierrez, Complementary Studies Of Master Of Engineering Con, Coturor/asesor,,2000, , 50,,,
D+TEC - Desarrollo Tecnológico,OPTIMIZACION DEL PROCESO DE MOLIENDA DE CEMENTO CON CONTROL FUZZY, Monografía de conclusión de curso de perfeccionamiento/especialización ," JAIME VILORIA , JAIRO JOSE ESPINOSA OVIEDO , OMAR ROJAS", Universidad Tecnológica de Bolívar,Omar Rojas y Jaime Viloria, Postgrado En Automatización Industrial, Tutor principal,,1999, , 30,,,
D+TEC - Desarrollo Tecnológico,APLICACIÓN DE LAS TÉCNICAS MODERNAS DE CONTROL EN LA REGULACIÓN DEL pH, Monografía de conclusión de curso de perfeccionamiento/especialización ," FRANCISCO TRESPALACIOS , GERARDO VARGAS , JAIRO JOSE ESPINOSA OVIEDO", Universidad Tecnológica de Bolívar,Francisco Trespalacios y Gerardo Vargas, Postgrado En Automatización Industrial, Tutor principal,,1999, , 20,,,
D+TEC - Desarrollo Tecnológico,Modelización y simulación de un reactor quimico, Monografía de conclusión de curso de perfeccionamiento/especialización ," AMILKAR COLLADO , JOSE ALDEMAR MUNOZ HERNANDEZ", Universidad Tecnológica de Bolívar,Amilkar Collado, Especialización en Automatización Industrial, Tutor principal,,1998, , 50,,,
GINNOVA,Diseño de un módulo educativo con pedagogía activa para el conocimiento del eslabón de confección perteneciente a la cadena Algodón-Textil-Confección en el departamento del Tolima., Trabajos de grado de pregrado ," ANDRES ALBERTO GARCIA LEON , ANDRES ALBERTO GARCIA LEON", UNIVERSIDAD DE IBAGUÉ,"DIEGO ALEJANDRO MEDINA DIAZ , JOSE MIGUEL BUSTAMANTE FRANCO , MAYERLY LOZADA AMAY", Ingeniería Industrial, Tutor principal,, 2021, Aprobada, 87,,,
GINNOVA,"SISTEMA DE GESTIÓN DE ACTIVOS FIJOS PARA EL GRUPO EMPRESARIAL LA COMARCA BASADO EN LAS NTC ISO 55000, 55001 Y 55002 DE 2015", Trabajos de grado de pregrado ," ANDRES ALBERTO GARCIA LEON , ANDRES ALBERTO GARCIA LEON", UNIVERSIDAD DE IBAGUÉ,"KELLY VALENTINA SAAVEDRA FORERO , LINA FERNANDA MURILLO RODRIGUE", Ingeniería Industrial, Tutor principal,, 2021, Aprobada, 70,,,
GINNOVA,Diseño de un módulo educativo con pedagogía activa para el conocimiento del eslabón alojamiento vinculado a la cadena del turismo en el Departamento del Tolima., Trabajos de grado de pregrado ," ANDRES ALBERTO GARCIA LEON , ANDRES ALBERTO GARCIA LEON", UNIVERSIDAD DE IBAGUÉ,"ADRIANA LUCIA YEPES VELASQUEZ , EDWARD GERARDO GUTIERREZ RIOS , MARIA ALEJANDRA LEON BULL", Ingeniería Industrial, Tutor principal,, 2021, Aprobada, 71,,,
GINNOVA,Alternativas agroindustriales para el aprovechamiento de subproductos generados a lo largo del proceso productivo del cacao en la Corporación turística de San Bernardo - CORPOSANBERNARDO (CSB), Trabajos de grado de pregrado , NATALIA ANDREA SALAZAR CAMACHO, UNIVERSIDAD DE IBAGUÉ,Karen Maryeth Ascuntar Pascuaza, Ingenierías, Tutor principal,, 2021, Aprobada, 0,,,
GINNOVA,Propuesta de diseño de un modelo MIN-MAX para el control preventivo de inventarios del Restaurante Fervor del Grupo Empresarial La Comarca S.A.S., Trabajos de grado de pregrado , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,María Camila Acosta Martínez, Ingeniería Industrial, Coturor/asesor,, 2020, Aprobada, 55,,,
GINNOVA,Caracterización de la cadena de recuperación de aceite usado proveniente del sector automotriz en el contexto urbano. Caso de Ibagué., Trabajos de grado de pregrado , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,Carlos Danilo Serrato Escobar / Jorge Iván González Avilés, Ingeniería Industrial, Tutor principal,, 2020, Aprobada, 76,,,
GINNOVA,ESTADO DEL ARTE PARA EL DISEÑO DE UNA CADENA DE RECUPERACIÓN DE LLANTAS USADAS EN EL CONTEXTO LOCAL CONSIDERANDO LOS PRINCIPIOS DE LAS CADENAS SOSTENIBLES, Trabajos de grado de pregrado ," ANDRES ALBERTO GARCIA LEON , ANGIE MARCELA RAMIREZ RUBIO", UNIVERSIDAD DE IBAGUÉ,NATHALIA MARIA BONILLA VARON , Ingeniería Industrial, Coturor/asesor,, 2019, Aprobada, 60,,,
GINNOVA,Propuesta para optimizar la gestión operativa en la unidad agrícola productora de lima ácida Tahití Campo Alegre ubicada en el municipio de San Luis -Tolima, Trabajos de grado de pregrado , ANGIE MARCELA RAMIREZ RUBIO, UNIVERSIDAD DE IBAGUÉ,Nicolas Alejandro Torres Celemín, Ingeniería industrial, Tutor principal,, 2020, Aprobada, 55,,,
GINNOVA,Caracterización de la cadena de recuperación de botellas plásticas provenientes del consumo de agua y bebidas en el contexto urbano. Caso Ibagué., Trabajos de grado de pregrado , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,Anggie Nathalia Rojas Trujillo - Andrea Carolina Ariza Espitia, Ingeniería Industrial, Tutor principal,, 2020, Aprobada, 70,,,
GINNOVA,Diseño de una metodología para el ruteo de vehículos en la recolección de llantas usadas en Ibagué, Trabajos de grado de pregrado , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,Juan Sebastian Varón Vera, Ingeniería Industrial, Tutor principal,, 2020, Aprobada, 52,,,
GINNOVA,Sistema de control de inventarios para el restaurante Augurio del Grupo empresarial La Comarca S.A.S. de la ciudad de Ibagué, Trabajos de grado de pregrado , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,María José Sánchez Enciso - María Alejandra Rubio Rosario, Ingeniería Industrial, Coturor/asesor,, 2020, Aprobada, 71,,,
GINNOVA,Modelo de gestión de inventarios en el supermercado ¿El Autoservicio Valparaiso¿, Trabajos de grado de pregrado , ANGIE MARCELA RAMIREZ RUBIO, UNIVERSIDAD DE IBAGUÉ,Yackelyn Andrea Ochoa Cabarcas, Ingeniería industrial, Tutor principal,, 2020, Aprobada, 55,,,
GINNOVA,Formulación de un modelo de gestión para el manejo y control de inventario de tintas para el proceso operativo en Plastibol Colombia., Trabajos de grado de pregrado , ANDRES ALBERTO GARCIA LEON, UNIVERSIDAD DE IBAGUÉ,Paula Andrea Rendón Marulanda, Ingeniería Industrial, Tutor principal,, 2020, Aprobada, 67,,,
