Grupo,Nombre del Evento,Tipo,Lugar,Institución,Participación,Ámbito,Año,Mes,Día,Palabras,Area,Sectores
D+TEC - Desarrollo Tecnológico,"Tercer Congreso Internacional sobre Tecnologías Avanzadas de Mecatrónica, Diseño y Manufactura AMDM 2016,", Congreso ,CALI, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2016,04,13 ,,,
D+TEC - Desarrollo Tecnológico,TERCER CONGRESO INTERNACIONAL SOBRE TECNOLOGÍAS AVANZADAS DE MECATRÓNICA DISEÑO Y  MANUFACTURA, Congreso ,CALI, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2016,04,13 ,,,
D+TEC - Desarrollo Tecnológico,I Meeting of the LAURDS project, Encuentro ,Glasgow, UNIVERSIDAD DE IBAGUÉ, Asistente, Internacional, 2016,01,17 ,,,
D+TEC - Desarrollo Tecnológico,XIII Brazilian Power Electronics Conference (COBEP), Congreso ,Fortaleza, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2015,11,29 ,,,
D+TEC - Desarrollo Tecnológico,V Scientific Conference on Andean Orchids, Congreso ,CALI, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2015,11,19 ,,,
D+TEC - Desarrollo Tecnológico,V Scientific Conference on Andean Orchids, Congreso ,CALI, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2015,11,19 ,,,
D+TEC - Desarrollo Tecnológico,IEEE CHILECON, Congreso ,Lima, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2015,10,28 ,,,
D+TEC - Desarrollo Tecnológico,IV Congreso Internacional de ingeniería, Congreso ,FUSAGASUGÁ, UNIVERSIDAD DE CUNDINAMARCA, Ponente Magistral, Nacional, 2015,10,08 ,,,
D+TEC - Desarrollo Tecnológico,XVIII Encuentro Nacional y XII Internacional de Semilleros de Investigación, Congreso ,CALI, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2015,10,08 ,,,
D+TEC - Desarrollo Tecnológico,IV Latin-american conference on networked electronic media, Congreso ,MEDELLÍN, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2015,09,23 ,,,
D+TEC - Desarrollo Tecnológico,IV Latin-american conference on networked electronic media, Congreso ,MEDELLÍN, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2015,09,23 ,,,
D+TEC - Desarrollo Tecnológico,IV Latin-american conference on networked electronic media., Congreso ,MEDELLÍN, UNIVERSIDAD NACIONAL DE COLOMBIA SEDE MEDELLÍN, Ponente, Internacional, 2015,09,23 ,,,
D+TEC - Desarrollo Tecnológico,5º semana de investigación universitaria, Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2015,09,21 ,,,
D+TEC - Desarrollo Tecnológico,"20th symposium on signal processing, images and computer vision (stsiva 2015)", Congreso ,"BOGOTÁ, D.C.", UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2015,09,02 ,,,
D+TEC - Desarrollo Tecnológico,SEMANA DE GEOMATICA, Congreso ,"BOGOTÁ, D.C.", UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2015,08,10 ,,,
D+TEC - Desarrollo Tecnológico,II Workshop on Power Electronics and Power Quality Applications (PEPQA), Congreso ,"BOGOTÁ, D.C.", UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2015,06,02 ,,,
D+TEC - Desarrollo Tecnológico,XIII Encuentro Departamental Semilleros De Investigación RedCOLSI Nodo Tolima y I Encuentro de Cultura Cientifica, Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2015,05,15 ,,,
D+TEC - Desarrollo Tecnológico,VIII Conferencia Científica Internacional de Ingeniería Mecánica, Congreso ,"BOGOTÁ, D.C.", Universidad Central Marta Abreu De Las Villas, Ponente, Internacional, 2014,11,17 ,,,
D+TEC - Desarrollo Tecnológico,XVI Congreso Latinoamericano de Control Automático CLCA 2014, Congreso ,Cancún, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2014,10,14 ,,,
D+TEC - Desarrollo Tecnológico,XX Congreso Nacional de Ingeniería Mecánica, Congreso ,Málaga, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2014,09,24 ,,,
D+TEC - Desarrollo Tecnológico,Semana de Investigación Universitaria SIU 2014, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2014,09,22 ,,,
D+TEC - Desarrollo Tecnológico,Semana de Investigación Universitaria - SIU 2014, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2014,09,02 ,,,
D+TEC - Desarrollo Tecnológico,The 19th World Congress of the International Federation of Automatic Control, Congreso ,Cape Town, INTERNATIONAL FEDERATION OF AUTOMATIC CONTROL, Ponente, Internacional, 2014,08,24 ,,,
D+TEC - Desarrollo Tecnológico,VII Latinamerican Expo - Sciences ESI-Amlat, Otro ,MEDELLÍN, Movimiento Internacional del Recreo Científico, Asistente, Internacional, 2014,07,14 ,,,
D+TEC - Desarrollo Tecnológico,"XXI Seminario anual de automática, electrónica industrial e instrumentación (SAAEI)", Seminario ,Tanger, UNIVERSITAT ROVIRA I VIRGILI, Ponente, Internacional, 2014,06,25 ,,,
D+TEC - Desarrollo Tecnológico,VII Congreso Internacional de Materiales, Congreso ,MEDELLÍN, UNIVERSIDAD DE ANTIOQUIA, Ponente, Internacional, 2013,10,29 ,,,
D+TEC - Desarrollo Tecnológico,XII Brazilian Conference on Power Electronics (COBEP), Congreso ,Gramado, Universidad Federal de Santa María, Ponente, Internacional, 2013,10,27 ,,,
D+TEC - Desarrollo Tecnológico,Wold Engineering Education Forum (WEEF), Congreso ,CARTAGENA DE INDIAS, Asociación Colombiana De Facultades De Ingeniería - Acofi, Ponente, Nacional, 2013,09,24 ,,,
D+TEC - Desarrollo Tecnológico,Semana de Investigación Universitaria - SIU 2013, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2013,09,03 ,,,
D+TEC - Desarrollo Tecnológico,I Workshop on Power Electronics and Power Quality Applications (PEPQA), Taller ,"BOGOTÁ, D.C.", UNIVERSIDAD DE LOS ANDES, Ponente, Nacional, 2013,07,20 ,,,
D+TEC - Desarrollo Tecnológico,"XX Seminario anual de automática, electrónica industrial e instrumentación (SAAEI)", Seminario ,MADRID, UNIVERSIDAD POLITÉCNICA DE MADRID, Ponente, Internacional, 2013,07,10 ,,,
D+TEC - Desarrollo Tecnológico,Graduate Students Meeting on Electronics Engineering, Encuentro ,Tarragona, UNIVERSITAT ROVIRA I VIRGILI, Ponente, Internacional, 2013,06,20 ,,,
D+TEC - Desarrollo Tecnológico,XIV edition du Congres de l'Ecole Doctorale Systemes, Congreso ,Tarbes, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2013,04,16 ,,,
D+TEC - Desarrollo Tecnológico,"X International Multi-Conference on Systems, Signals & Devices (SSD)", Congreso ,Hammamet, Institute Of Electrical And Electronics Engineers-Ieee, Ponente, Internacional, 2013,03,18 ,,,
D+TEC - Desarrollo Tecnológico,14th Aachener Membran Colloquium, Congreso ,Aach, TECHNICAL UNIVERSITY OF DENMARK, Ponente, Internacional, 2012,11,07 ,,,
D+TEC - Desarrollo Tecnológico,IV IEEE Colombian Workshop on CIrcuits and Systems (CWCAS), Taller ,BARRANQUILLA, Ieee Circuits And System Society, Ponente, Nacional, 2012,11,01 ,,,
D+TEC - Desarrollo Tecnológico,I Congreso nacional de ingeniería aplicada (CNIA), Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Nacional, 2012,09,27 ,,,
D+TEC - Desarrollo Tecnológico,CONGRESO NACIONAL DE INGENIERÍA APLICADA, Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2012,09,27 ,,,
D+TEC - Desarrollo Tecnológico,"1er. CONGRESO INTERNACIONAL DE TECNOLOGÍAS AVANZADAS EN MECATRÓNICA, DISEÑO Y MANUFACTURA", Congreso ,PEREIRA, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2012,09,01 ,,,
D+TEC - Desarrollo Tecnológico,14th Nordic Filtration Symposium, Simposio ,Aalborg, TECHNICAL UNIVERSITY OF DENMARK, Ponente, Internacional, 2012,08,30 ,,,
D+TEC - Desarrollo Tecnológico,XIII Congres de l'Ecole Doctorale Systemes, Congreso ,Toulouse, Laas, Asistente, Internacional, 2012,02,09 ,,,
D+TEC - Desarrollo Tecnológico,Nordic Process Control Workshop NPCW17, Simposio ,Kgs. Lyngby, TECHNICAL UNIVERSITY OF DENMARK, Ponente Magistral, Internacional, 2012,01,25 ,,,
D+TEC - Desarrollo Tecnológico,2011 50th IEEE Conference on Decision and Control and European Control Conference (CDC-ECC), Congreso ,Orlando, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2011,12,12 ,,,
D+TEC - Desarrollo Tecnológico,Jornada de Investigación de la Facultad de Ingeniería  - JIFI 2011, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Nacional, 2011,11,03 ,,,
D+TEC - Desarrollo Tecnológico,International Congress on Membranes and Membranes Processes - ICOM2011, Congreso ,Amsterdam, TECHNICAL UNIVERSITY OF DENMARK, Ponente, Internacional, 2011,07,23 ,,,
D+TEC - Desarrollo Tecnológico,21th European Symposium on Computer Aided Process Engineering - ESCAPE21, Simposio ,Chalkidiki, TECHNICAL UNIVERSITY OF DENMARK, Ponente Magistral, Internacional, 2011,05,29 ,,,
D+TEC - Desarrollo Tecnológico,IX Encuentro regional de semilleros de investigación, Encuentro ,IBAGUÉ, Fundación Red Colombiana de Semilleros de Investigación RedColsi, Asistente, Nacional, 2011,05,20 ,,,
D+TEC - Desarrollo Tecnológico,IEEE Latin American Symposium on Circuits And SYstems, Congreso ,"BOGOTÁ, D.C.", Ieee Circuits And System Society, Asistente, Internacional, 2011,02,23 ,,,
D+TEC - Desarrollo Tecnológico,XI  Congreso Iberoamericano de Materiales y Metalurgia IBEROMET CONAMET 2010, Congreso ,Viña del Mar, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2010,11,02 ,,,
D+TEC - Desarrollo Tecnológico,Jornada de Investigación de la Facultad de Ingeniería - JIFI 2010, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Asistente, Nacional, 2010,10,06 ,,,
D+TEC - Desarrollo Tecnológico,I Encuentro nacional de aplicaciones electrónicas, Encuentro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Nacional, 2010,08,20 ,,,
D+TEC - Desarrollo Tecnológico,Primer Encuentro Nacional de Aplicaciones Electrónicas, Encuentro ,Universidad de Ibague,, Organizador, Nacional, 2010,08,01 ,,,
D+TEC - Desarrollo Tecnológico,20th European Symposium on Computer Aided Process Engineering - ESCAPE20, Simposio ,Ischia, Computer Aided Chemical Engineering, Ponente Magistral, Internacional, 2010,06,06 ,,,
D+TEC - Desarrollo Tecnológico,20th European Symposium on Computer Aided Process Engineering - ESCAPE20, Simposio ,Ischia, TECHNICAL UNIVERSITY OF DENMARK, Ponente Magistral, Internacional, 2010,06,06 ,,,
D+TEC - Desarrollo Tecnológico,XIV CONGRESO COLOMBIANO DE PSICOLOGIA, Congreso ,IBAGUÉ, Sociedad Colombiana de Psicología," Asistente , Ponente", Nacional, 2010,04,01 ,,,
D+TEC - Desarrollo Tecnológico,III IEEE Colombian Workshop on Circuits and Systems (CWCAS), Taller ,"BOGOTÁ, D.C.", Ieee Circuits And System Society, Ponente, Nacional, 2009,10,05 ,,,
D+TEC - Desarrollo Tecnológico,IV jornada de Investigación de la Facultad de Ingeniería JIFI 2009, Otro ,IBAGUÉ,, Asistente, null, 2009,10,01 ,,,
D+TEC - Desarrollo Tecnológico,10th International Symposium on Process Systems Engineering, Simposio ,Salvador, Computer Aided Chemical Engineering, Ponente Magistral, Internacional, 2009,09,16 ,,,
D+TEC - Desarrollo Tecnológico,5 to Encuentro Nacional de Materiales modulo ceramicos, Encuentro ,MEDELLÍN, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2009,09,01 ,,,
D+TEC - Desarrollo Tecnológico,19th European Symposium on Computer Aided Process Engineering - ESCAPE19, Simposio ,Krakow, Computer Aided Chemical Engineering, Ponente Magistral, Internacional, 2009,06,14 ,,,
D+TEC - Desarrollo Tecnológico,Nordic Process Control Workshop 09, Congreso ,Porsgrunn, TELEMARK UNIVERSITY COLLEGE, Ponente Magistral, Internacional, 2009,01,29 ,,,
D+TEC - Desarrollo Tecnológico,Tercer Encuentro Nacional de Jefes de Mantenimiento, Encuentro ,IBAGUÉ, Andi, Organizador, Nacional, 2009,01,01 ,,,
D+TEC - Desarrollo Tecnológico,3 jornadade Investigación Facultad de Ingeniería, Otro ,IBAGUÉ,, Asistente, null, 2008,11,01 ,,,
D+TEC - Desarrollo Tecnológico,3 Jornadas de Investigación facultad de Ingeniería, Otro ,IBAGUÉ,, Asistente, null, 2008,11,01 ,,,
D+TEC - Desarrollo Tecnológico,3 Jornada de Investigación- facultad de Ingeniería, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2008,10,01 ,,,
D+TEC - Desarrollo Tecnológico,3 Jornada de Investigación- Facultad de Ingeniería, Otro ,null,, Asistente, null, 2008,10,01 ,,,
D+TEC - Desarrollo Tecnológico,3 Jornada de Investigación Facultad de Ingeniería, Otro ,IBAGUÉ,, Asistente, null, 2008,10,01 ,,,
D+TEC - Desarrollo Tecnológico,X Congreso Iberoamericano de Materiales, Congreso ,CARTAGENA DE INDIAS,, Asistente, null, 2008,10,01 ,,,
D+TEC - Desarrollo Tecnológico,V Congreso Bolivariano De Ingeniería Mecánica II Congreso Binacional de Ingeniería Mecánica, Congreso ,CÚCUTA, Universidad de Pamplona  y Sociedad Bolivariana de Ingeniería Mecánica, Organizador, Nacional, 2008,06,01 ,,,
D+TEC - Desarrollo Tecnológico,Foro Académico- Internacionalización de los programas de Ingeniería- ACOFI, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Organizador, Nacional, 2008,01,01 ,,,
D+TEC - Desarrollo Tecnológico,SEGUNDO ENCUENTRO NACIONAL DE JEFES DE MANTENIMIENTO, Encuentro ,IBAGUÉ, ANDI SECCIONAL TOLIMA-HUILA, Organizador, Nacional, 2008,01,01 ,,,
D+TEC - Desarrollo Tecnológico,The 17th IFAC World Congress 2008, Congreso ,Seúl,, Asistente, null, 2008,01,01 ,,,
GINNOVA,Segundo Congreso Nacional de Comunicación Escenarios de la cuarta revolución, Congreso ,PEREIRA, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2020,10,28 ,,,
GINNOVA,Octavo Encuentro Nacional de la Red IDDEAL, Encuentro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ," Organizador , Ponente", Nacional, 2020,10,21 ,,,
GINNOVA,7th Workshop on Engineering Applications (WEA 2020), Congreso ,"BOGOTÁ, D.C.", UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2020,10,07 ,,,
GINNOVA,7th Workshop on Engineering Applications (WEA 2020), Congreso ,"BOGOTÁ, D.C.", UNIVERSIDAD DE IBAGUÉ," Asistente , Ponente", Nacional, 2020,10,07 ,,,
GINNOVA,7th Workshop on Engineering Applications (WEA 2020), Congreso ,"BOGOTÁ, D.C.", UNIVERSIDAD DE IBAGUÉ," Asistente , Ponente", Nacional, 2020,10,07 ,,,
GINNOVA,SALURBAL Annual Team Meeting, Encuentro ,virtual, Drexel University, Asistente, Internacional, 2020,08,25 ,,,
GINNOVA,CIDIP2020, Congreso ,Valencia, UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Nacional, 2020,07,07 ,,,
GINNOVA,CIDIP2020, Congreso ,Valencia, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2020,07,07 ,,,
GINNOVA,6th Biannual Meeting for the Wellcome Trust-Funded Salud Urbana en América Latina (SALURBAL) Project, Encuentro ,Lima, Universidad Peruana Cayetano heredia, Asistente, Internacional, 2019,10,21 ,,,
GINNOVA,Workshop on Engineering Applications 2019, Congreso ,SANTA MARTA, UNIVERSIDAD DISTRITAL FRANCISCO JOSÉ DE CALDAS, Ponente, Internacional, 2019,10,16 ,,,
GINNOVA,Séptimo Encuentro Nacional de la Red IDDEAL, Encuentro ,CALI, UNIVERSIDAD DE IBAGUÉ, Asistente, Nacional, 2019,09,18 ,,,
GINNOVA,III Congreso Colombiano de Investigación de Operaciones -ASOCIO 2019, Congreso ,BUCARAMANGA, UNIVERSIDAD  INDUSTRIAL DE SANTANDER, Ponente, Nacional, 2019,09,12 ,,,
GINNOVA,"VI Congreso Internacional Industria, Organizaciones y Logística: ""Impactos y perspectivas de la cuarta revolución industrial""", Congreso ,CARTAGENA DE INDIAS, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2019,08,22 ,,,
GINNOVA,"VI Congreso Internacional Industria, Organizaciones y Logística", Congreso ,CARTAGENA DE INDIAS, UNIVERSIDAD NACIONAL DEL ROSARIO, Ponente, Nacional, 2019,08,22 ,,,
GINNOVA,LATIN AMERICA CONFERENCE 2.0 ON COMPLEX NETWORKS, Congreso ,CARTAGENA DE INDIAS, UNIVERSIDAD DE LOS ANDES, Ponente, Internacional, 2019,08,05 ,,,
GINNOVA,LANET - 2019: 2nd. Latin American Conference on Complex Networks, Congreso ,CARTAGENA DE INDIAS, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2019,08,05 ,,,
GINNOVA,IISE Annual Conference & Expo, Congreso ,"Orlando, FL",  INSTITUTE OF INDUSTRIAL AND SYSTEMS ENGINEERS, Ponente, Internacional, 2019,05,18 ,,,
GINNOVA,"Mejores prácticas Franco México Colombianas contra la Obesidad, Diabetis, Dislipidemias, las enfermedades crónicas no transmisibles y la salud mental 2018-2020", Taller ,"BOGOTÁ, D.C.", Universidad del Rosario, Ponente Magistral, Nacional, 2018,12,03 ,,,
GINNOVA,The Movement to move: Global Insights to Get our Kids Moving, Congreso ,Adelaide, University of South Australia, Ponente, Internacional, 2018,11,26 ,,,
GINNOVA,III Encuentro Internacional de Ingeniería y II Simposio de Gestión Ambiental Corhuila 2018, Simposio ,NEIVA, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2018,11,15 ,,,
GINNOVA,4th Biannual Meeting for the Wellcome Trust-Funded Salud Urbana en América Latina (SALURBAL) Project, Encuentro ,Oaxaca, Drexel University, Asistente, Internacional, 2018,11,05 ,,,
GINNOVA,5th Workshop on Engineering Applications, Congreso ,MEDELLÍN, UNIVERSIDAD DE IBAGUÉ," Asistente , Ponente", Nacional, 2018,10,17 ,,,
GINNOVA,5th Workshop on Engineering Applications, Congreso ,MEDELLÍN, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2018,10,17 ,,,
GINNOVA,Walk 21 Bogotá Walkable city, Congreso ,"BOGOTÁ, D.C.", UNIVERSIDAD DE LOS ANDES, Ponente, Internacional, 2018,10,15 ,,,
GINNOVA,1st INTERACT Interdisciplinary Symposium on Social Network Analysis, Simposio ,"BOGOTÁ, D.C.", UNIVERSIDAD DE LOS ANDES, Ponente Magistral, Internacional, 2018,06,18 ,,,
GINNOVA,1st INTERACT Interdisciplinary Symposium on Social Network Analysis, Simposio ,"BOGOTÁ, D.C.", UNIVERSIDAD DE LOS ANDES, Ponente, Internacional, 2018,06,18 ,,,
GINNOVA,International school and conference on Network science, Congreso ,Paris, University of Toulon, Ponente, Internacional, 2018,06,11 ,,,
GINNOVA,SALUD URBANA EN CENTROAMÉRICA - POLÍTICAS E INICIATIVAS, Simposio ,Antigua, Drexel University, Asistente, Internacional, 2018,05,18 ,,,
GINNOVA,3rd Biannual Meeting for the Wellcome Trust-Funded Salud Urbana en América Latina (SALURBAL) Project, Encuentro ,Antigua, Drexel University, Asistente, Internacional, 2018,05,16 ,,,
GINNOVA,47th International Conference on Computers and Industrial Engineering, Congreso ,Lisboa, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2017,10,11 ,,,
GINNOVA,47th International Conference on Computers & Industrial Engineering, Congreso ,Lisboa, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2017,10,11 ,,,
GINNOVA,The 47th International Conference on Computers & Industrial Engineering (CIE47), Congreso ,Lisboa, Universidad Nacional de Colombia - COLCIENCIAS, Ponente, Nacional, 2017,10,11 ,,,
GINNOVA,Technical Workshop Mission Oriented Approach to Innovation Policy for Long Term Smart Growth in LAC, Taller ,Washington DC, Banco Interamericano de Desarrollo - Estados Unidos, Ponente Magistral, Internacional, 2017,04,18 ,,,
GINNOVA,Exploración de Redes de Valor para Productos Hortofrutícolas Representativos de la Región Tolima - Colombia, Congreso ,Ciudad del Cabo, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2016,11,01 ,,,
GINNOVA,ICCTA2016, Congreso ,"BOGOTÁ, D.C.", UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2016,11,01 ,,,
GINNOVA,COGESTEC2016, Congreso ,BUCARAMANGA, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2016,10,25 ,,,
GINNOVA,COGESTEC 2016, Congreso ,BUCARAMANGA, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2016,10,25 ,,,
GINNOVA,COGESTEC2016, Congreso ,BUCARAMANGA, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2016,10,25 ,,,
GINNOVA,CLAIO 2016, Congreso ,Santiago, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2016,10,03 ,,,
GINNOVA,"XVIII CLAIO, the Latin-Iberoamerican Conference on Operations Research", Congreso ,Santiago de Chile, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2016,10,02 ,,,
GINNOVA,Claio 2016. Latin-Iberoamerican Conference on Operations Research, Congreso ,Ciudad del Cabo, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2016,10,02 ,,,
GINNOVA,Latin-IberoamericanConference on Operations Research, Congreso ,Santiago, Gobernación Del Tolima, Ponente, Internacional, 2016,10,02 ,,,
GINNOVA,CLAIO 2016, Congreso ,Santiago, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2016,10,02 ,,,
GINNOVA,5th World Production and Operations Management Conference, Congreso ,La Habana, Gobernación Del Tolima, Ponente, Internacional, 2016,09,06 ,,,
GINNOVA,"5th P&OM Conference, Havana-Cuba, Septiembre", Congreso ,BUCARAMANGA, UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Internacional, 2016,09,06 ,,,
GINNOVA,15th International Conference on Project Management and Scheduling, Congreso ,Valencia, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2016,04,19 ,,,
GINNOVA,2016 MIT SCALE Latin American Conference, Congreso ,Boston, UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Internacional, 2016,03,21 ,,,
GINNOVA,XVI Congreso Latino-Iberoamericano de Gestión Tecnológica - ALTEC 2015, Congreso ,Porto Alegre, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2015,10,19 ,,,
GINNOVA,Semana de la Investigación, Seminario ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Nacional, 2015,10,07 ,,,
GINNOVA,7th Multidisciplinary International Conference on Scheduling: Theory and Applications, Congreso ,PRAGA, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2015,08,25 ,,,
GINNOVA,23rd International Conference on Multiple Criteria Decision Making MCDM-2015, Congreso ,Hamburgo, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2015,08,02 ,,,
GINNOVA,23rd International Conference on Multiple criteria decision making MCDM 2015, Congreso ,Hamburgo, UNIVERSIDAD DE LOS ANDES, Ponente, Internacional, 2015,08,02 ,,,
GINNOVA,Congreso de la Asociación Colombiana de Investigación de Operaciones ASOCIO 2015, Congreso ,MANIZALES, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2015,07,15 ,,,
GINNOVA,Congreso de la Asociación Colombiana de Investigación de Operaciones ASOCIO 2015, Congreso ,CHÍA, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2015,07,15 ,,,
GINNOVA,Congreso internacional de investigación en turismo, Congreso ,"BOGOTÁ, D.C.", UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2014,10,22 ,,,
GINNOVA,Congreso Internacional de Investigación en Turismo, Congreso ,"BOGOTÁ, D.C.", UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2014,10,22 ,,,
GINNOVA,Semana de Investigación Universitaria SIU 2014, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2014,09,22 ,,,
GINNOVA,4ta. Semana de Investigación Universitaria - SIU2014, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ," Asistente , Ponente", Nacional, 2014,09,22 ,,,
GINNOVA,"SIU 2014, Desarrollo Regiona, Logística e industria del Servicio.", Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Nacional, 2014,09,22 ,,,
GINNOVA, IX Encuentro internacional de investigadores de la red latinoamericana de cooperacion Universitaria, Encuentro ,CALI, Red Latinoamericana de Cooperación Universitaria, Ponente Magistral, Internacional, 2014,06,12 ,,,
GINNOVA,IX Encuentro Internacional de Investigadores de la Red Latinoamericana de Cooperación Universitaria, Encuentro ,CALI, UNIVERSIDAD AUTONOMA DE OCCIDENTE, Ponente, Internacional, 2014,06,12 ,,,
GINNOVA,IX Encuentro de Investigadores de la Red Latinoamericana de Cooperación Universitaria, Encuentro ,CALI, UNIVERSIDAD AUTONOMA DE OCCIDENTE, Ponente, Nacional, 2014,06,12 ,,,
GINNOVA,"IX Encuentro Internacional de Investigadores de la Red Latinoamericana de Cooperación Universitaria, RLCU 2014.  ¿La capacidad de procesos como métrica de calidad para características cualitativas¿.  Cali, Colombia, junio 12-13 de 2014.", Congreso ,CALI, UNIVERSIDAD DE IBAGUÉ, Ponente, Internacional, 2014,06,12 ,,,
GINNOVA,XV Congreso Latino-Iberoamericano de Gestión Tecnológica, Congreso ,IBAGUÉ, Fundación Segunda Expedicion Botánica, Ponente, Internacional, 2013,10,31 ,,,
GINNOVA,ALTEC 2013, Otro ,Porto, ALTEC, Ponente Magistral, Internacional, 2013,10,30 ,,,
GINNOVA, Seminario Ibero Latinoamericano de Gestión Tecnológica e Innovación ALTEC 2013, Seminario ,Barcelona, Fundación Segunda Expedicion Botánica, Ponente, Internacional, 2013,10,27 ,,,
GINNOVA,3ra Semana de Investigación Universitaria SIU 2013, Congreso ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2013,09,16 ,,,
GINNOVA,3ra. Semana de Investigación Universitaria - SIU2013, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente Magistral, Nacional, 2013,09,16 ,,,
GINNOVA,Semana de Investigación Universitaria - SUI 2013, Otro ,IBAGUÉ, UNIVERSIDAD DE IBAGUÉ, Ponente, Nacional, 2013,09,16 ,,,
GINNOVA,"Ponente en la 4th International Conference Life Cycle Engineering  and Management  ¿ICDQM ¿ 2013¿. Using Six Sigma Approach in a SME. Belgrado, Serbia 27 y 28 de junio de 2013.", Congreso ,AGUACHICA, UNIVERSIDAD POLITÉCNICA DE VALENCIA - INTERNACIONAL, Ponente Magistral, Internacional, 2013,06,26 ,,,
GINNOVA,4th International Conference Life Cycle Engineering and Management, Congreso ,Belgrado, International Conference Life Cycle Engineering and Management, Ponente, Internacional, 2013,06,23 ,,,
