Grupo,Nombre del producto,Tipo,Año inicio,Año fin
Grupo de Investigación en Química Bioorgánica y Sistemas Moleculares -QBOSMO-,Rastreo biodirigido de moléculas anticancerígenas inspiradas en productos naturales: Un enfoque integrado y aplicado a las especies de Amaryllidaceae, Investigación y desarrollo,2018/10,Actual
D+TEC - Desarrollo Tecnológico,Estudio del comportamiento de falla de los sistemas recubiertos compuestos por sustrato de material altamente dúctil y película delgada resistente al desgaste, Extensión y responsabilidad social CTI,,
D+TEC - Desarrollo Tecnológico,Estudio y Caracterización de Variables Mecánicas en los Procesos de Descascarado y Pulido de Arroz de la Región, Extensión y responsabilidad social CTI,,
D+TEC - Desarrollo Tecnológico,Diseño de nucleos de motores de induccion, Extensión y responsabilidad social CTI,,
D+TEC - Desarrollo Tecnológico,Explotación de Ecos Múltiples en la Clasificación de Nubes de Puntos 3D Generadas a partir de Sensores LiDAR en Aplicaciones de Agricultura de Precisión., Investigación y desarrollo,2019/1,Actual
D+TEC - Desarrollo Tecnológico,Caracterización físico mecánica de biomasa de aserrín y cascarilla de arroz en la fabricación de briquetas para ser utilizadas como combustible sólido, Investigación y desarrollo,2019/1,Actual
D+TEC - Desarrollo Tecnológico,"'Manejo por sitio específico del agua de riego, el nitrógeno y las malezas en el sistema de producción arroz, maíz - algodón en el departamento del Tollma", Investigación y desarrollo,2018/11,2019/11
D+TEC - Desarrollo Tecnológico,Análisis computacional del efecto de la microestructura del sustrato en el comportamiento mecánico de sistemas recubiertos sometidos a ensayo de rayado, Investigación y desarrollo,2018/1,Actual
D+TEC - Desarrollo Tecnológico,Diseño de dispositivos multipropósito para ensayos de mecánica aplicada, Investigación y desarrollo,2017/8,Actual
D+TEC - Desarrollo Tecnológico,Desarrollo de un sistema emulador de paneles fotovoltaicos para uso libre en la investigación y aplicación de la generación de energía solar fotovoltaica, Investigación y desarrollo,2017/6,2018/5
D+TEC - Desarrollo Tecnológico,Análisis de etapas de conversión bidireccional en sistemas autónomos de generación de energía renovable operando en corriente continua, Investigación y desarrollo,2017/6,2018/12
D+TEC - Desarrollo Tecnológico,Prototipo de máquina CNC de bajo costo para la fabricación de Placas de Circuitos Impresos, Investigación y desarrollo,2017/2,2018/6
D+TEC - Desarrollo Tecnológico,"Estudio de la resistencia al desgaste adhesivo y abrasivo de aceros de bajo y medio contenido de carbono tratados térmicamente con biomasa, aceites y refrigerantes no tradicionales.", Investigación y desarrollo,2017/1,2019/3
D+TEC - Desarrollo Tecnológico,Sistema mecatrónico basado en robótica por cables  para la automatización de cultivos en agricultura a pequeña escala, Investigación y desarrollo,2017/1,Actual
D+TEC - Desarrollo Tecnológico,Pinza robótica controlada con EMG, Investigación y desarrollo,2017/1,2019/5
D+TEC - Desarrollo Tecnológico,Desarrollo de técnicas de procesamiento de imágenes en vivo para revelar los progenitores y la dinámica celular de la regeneración de los miembros., Investigación y desarrollo,2017/1,Actual
D+TEC - Desarrollo Tecnológico,	Desarrollo de equipos para la enseñanza de ciencias aplicadas 2, Investigación y desarrollo,2016/10,Actual
D+TEC - Desarrollo Tecnológico,Diseño e implementación de un sistema de control por computador para prototipos demostrativos de convertidores DC-AC, Investigación y desarrollo,2016/9,2017/12
D+TEC - Desarrollo Tecnológico,Circuito de extensión de tiempo para el respaldo de energía en cargas criticas de sistemas de navegación terrestre autónoma., Investigación y desarrollo,2016/9,2017/12
D+TEC - Desarrollo Tecnológico,Desarrollo de un sistema de medición de los efectos dinámicos en modelos de estructuras perturbados en una mesa vibratoria, Investigación y desarrollo,2016/8,2018/1
D+TEC - Desarrollo Tecnológico,Planta piloto de microred híbrida inteligente para aplicaciones de automatización agrícola y autonomía eléctrica en viviendas rurales sostenibles MIREDHI_LAB, Investigación y desarrollo,2016/5,2020/1
D+TEC - Desarrollo Tecnológico,"	Detección de estrés nutricional e hídrico en cultivos de arroz con base en imágenes aéreas de cámaras digitales de alta resolución, multiespectrales y termográficas.", Investigación y desarrollo,2016/3,2019/12
D+TEC - Desarrollo Tecnológico,"Sistema computacional de monitoreo, visualización, análisis y registro de las variables eléctricas de un generador fotovoltaico de dos etapas conectado a la red eléctrica.", Investigación y desarrollo,2016/2,Actual
D+TEC - Desarrollo Tecnológico,"Prototipo Mecatrónico Educativo para Potencializar las Disciplinas Académicas de Ciencia, Tecnología, Ingeniería y Matemáticas (STEM) en el Departamento del Tolima", Investigación y desarrollo,2016/2,Actual
D+TEC - Desarrollo Tecnológico,Optimización de la calidad de energía y diversificación de las aplicaciones de los microinversores fotovoltaicos, Investigación y desarrollo,2016/2,Actual
D+TEC - Desarrollo Tecnológico,DISEÑO E IMPLEMENTACIÓN DE UN ROBOT SEGUIDOR DE LÍNEA PARA LA CATEGORÍA VELOCISTA., Investigación y desarrollo,2016/2,2017/2
D+TEC - Desarrollo Tecnológico,Métodos para el análisis de células epidermales abaxiales en Arabidopsis Thaliana mediante técnicas de procesamiento de imágenes, Investigación y desarrollo,2016/1,Actual
D+TEC - Desarrollo Tecnológico,DISEÑO DE UN SISTEMA DE ADQUISICION DE SEÑALES ENCEFALOGRAFICAS  A PARTIR DE UN AFE," Investigación, desarrollo e innovación",2016/1,2019/7
D+TEC - Desarrollo Tecnológico,DESARROLLO DE UN SISTEMA DE MEDICIÓN MULTIPUNTO EN LINEA PARA EL ESTUDIO DE LOS EFECTOS CLIMÁTICOS SOBRE LOS CULTIVOS DE ARROZ EN LA MESETA DE IBAGUÉ., Investigación y desarrollo,2016/1,2017/7
D+TEC - Desarrollo Tecnológico,Análisis del comportamiento a fatiga de uniones soldadas a tope en acero estructural obtenidas mediante SMAW, Investigación y desarrollo,2016/1,Actual
D+TEC - Desarrollo Tecnológico,Latin American University Research and Doctoral Support (LAURDS), Investigación y desarrollo,2015/10,2018/12
D+TEC - Desarrollo Tecnológico,Control en modo deslizante de la etapa DC-AC de un generador fotovoltaico de dos etapas conectado a la red eléctrica, Investigación y desarrollo,2015/1,2016/6
D+TEC - Desarrollo Tecnológico,Estudio y análisis de patrones colorimétricos en cattleya trinaei tipo y variedades concolor del departamento del Tolima mediante técnicas de procesamiento de imágenes y reconocimiento de patrones, Investigación y desarrollo,2014/11,Actual
D+TEC - Desarrollo Tecnológico,Análisis de Técnicas de Binarización basadas en Histograma, Investigación y desarrollo,2014/11,2018/4
D+TEC - Desarrollo Tecnológico,Implementación de un prototipo piloto de energía solar fotovoltaica para la  Universidad de Ibagué," Investigación, desarrollo e innovación",2014/8,2017/1
D+TEC - Desarrollo Tecnológico,Desarrollo de un sistema de navegación autónomo de un vehículo terrestre con dirección diferencial para siembra de plántulas de arroz que optimice el uso del terreno., Investigación y desarrollo,2014/7,2015/12
D+TEC - Desarrollo Tecnológico,Desarrollo de testigos no estandarizados y parámetros de análisis para la determinación de espesores y detección de defectos internos en soldadura (SMAW) utilizando la técnica de ultrasonido Pulso Eco - Scan A, Investigación y desarrollo,2014/7,Actual
D+TEC - Desarrollo Tecnológico,Desarrollo de un sistema de detección de plantas atípicas y malezas en un cultivo de producción de semillas híbridas de arroz basados en imágenes aéreas., Investigación y desarrollo,2014/1,2016/1
D+TEC - Desarrollo Tecnológico,"EMULACION DE LOS MOVIMIENTOS DEL BRAZO, EMPLEANDO FPGA", Investigación y desarrollo,2013/11,2016/7
D+TEC - Desarrollo Tecnológico,Diseño en 3D de una Celda de Combustible Microbiana," Investigación, desarrollo e innovación",2013/11,2014/6
D+TEC - Desarrollo Tecnológico,Estudio de convertidores DC-DC sin transformador para aplicación en generadores fotovoltaicos de dos etapas orientados al módulo, Investigación y desarrollo,2013/2,2014/7
D+TEC - Desarrollo Tecnológico,"Análisis numérico del comportamiento a carga cíclica de soldaduras aplicadas en acero estructural, evaluadas por la técnica de simulación por elementos finitos", Investigación y desarrollo,2012/6,2016/10
D+TEC - Desarrollo Tecnológico,Utilización de fibras orgánicas (fique y guadua)  en compuestos de matriz polimérica para aplicaciones de impacto.," Investigación, desarrollo e innovación",2011/6,Actual
D+TEC - Desarrollo Tecnológico,"Evaluación del comportamiento al desgaste por deslizamiento, de aceros para construcción mecánica, a través de simulación por elementos finitos", Investigación y desarrollo,2011/3,2013/12
D+TEC - Desarrollo Tecnológico,Estandarización de procesos de   recuperación por soldadura SMAW y 5 GMAW de piezas desgastadas en la  Molienda del arroz por método PQR   (Process Quality Records)," Investigación, desarrollo e innovación",2011/2,Actual
D+TEC - Desarrollo Tecnológico,Comparación de técnicas de control digital y conmutación en inversores monofásicos, Investigación y desarrollo,2011/1,2012/9
D+TEC - Desarrollo Tecnológico,Integración de sistemas electrónicos de supervisión de variables industriales, Investigación y desarrollo,2011/1,2012/1
D+TEC - Desarrollo Tecnológico,Robots Móviles para competencias Nacionales e Internacionales, Investigación y desarrollo,2010/8,Actual
D+TEC - Desarrollo Tecnológico,CONTROL AUTOMATICO DE PRODUCCION PARA ACUICULTURA INTENSIVA, Investigación y desarrollo,2010/7,Actual
D+TEC - Desarrollo Tecnológico,SISTEMA ELECTRÓNICO PARA MEDICIÓN DE NIVELES EN CORRIENTES HÍDRICAS SUPERFICIALES POR ULTRASONIDO, Investigación y desarrollo,2010/1,2011/5
D+TEC - Desarrollo Tecnológico,Prototipo electrónico para medir el espesor de una lámina de látex., Investigación y desarrollo,2010/1,2010/12
D+TEC - Desarrollo Tecnológico,Estimacion de parametros de Calidad del Aire, Investigación y desarrollo,2010/1,2012/1
D+TEC - Desarrollo Tecnológico,SISTEMA ELECTRÓNICO PARA MEDICIÓN DE NIVELES EN CORRIENTES HÍDRICAS SUPERFICIALES POR ULTRASONIDO, Investigación y desarrollo,2009/11,Actual
D+TEC - Desarrollo Tecnológico,CONSTRUCCIÓN Y VALIDACIÓN DE UN MODELO ELECTRÓNICO DE LA PRUEBA DE COORDINACIÓN VISOMOTORA," Investigación, desarrollo e innovación",2009/7,2010/12
D+TEC - Desarrollo Tecnológico,Propuesta de mejoramiento a partir del análisis mecánico en el procesamiento de Carbonato de calcio de la empresa Mármoles del Tolima Ltda, Investigación y desarrollo,2009/7,2014/6
D+TEC - Desarrollo Tecnológico,Implementación de un proceso de laminación (prototipo) y control para el caucho en los municipios de Cunday y Villarica del departamento del Tolima," Investigación, desarrollo e innovación",2009/6,2010/7
D+TEC - Desarrollo Tecnológico,Entrenador virtual en técnicas modernas de control de conversores de potencia de uso industrial, Investigación y desarrollo,2009/6,2010/10
D+TEC - Desarrollo Tecnológico,Nuevo mecanismo para la obtención de guanábana sin semilla. Primera Fase: Análisis funcional, Investigación y desarrollo,2009/2,2010/7
D+TEC - Desarrollo Tecnológico,Robot seguidor de línea," Investigación, desarrollo e innovación",2008/8,Actual
D+TEC - Desarrollo Tecnológico,Utilización de vidrios de feldespatp de la mina de ibagué en Recubrimientos Industriales, Investigación y desarrollo,2008/8,Actual
D+TEC - Desarrollo Tecnológico,Generador óptico de datos," Investigación, desarrollo e innovación",2008/7,2009/1
D+TEC - Desarrollo Tecnológico,Filtro activo paralelo para compensación de factor de potencia y distorsión armónica en aplicaciones industriales, Investigación y desarrollo,2008/6,2010/2
D+TEC - Desarrollo Tecnológico,: UTILIZACIÓN DE VIDRIOS DE FESDESPATO DE LA MINA DE IBAGUE EN RECUBRIMIENTOS INDUSTRIALES, Investigación y desarrollo,2008/6,2010/2
D+TEC - Desarrollo Tecnológico,Estudio y Caracterización de Variables Mecánicas en los Procesos de Descascarado y Pulido de Arroz de la Región, Investigación y desarrollo,2007/2,2009/2
D+TEC - Desarrollo Tecnológico,MEDICION DEL PULSO Y DE LA SATURACION DE OXIGENO POR MEDIO DE UN PULSO-OXIMETRO OPTICO," Investigación, desarrollo e innovación",2007/1,2009/Sin mes
D+TEC - Desarrollo Tecnológico,Métodos Analíticos para el diseño de elementos mecánicos de transmisión, Investigación y desarrollo,2006/1,Actual
D+TEC - Desarrollo Tecnológico,Modelacion y Control Sistema de Secado de Arroz, Investigación y desarrollo,2005/10,2007/12
D+TEC - Desarrollo Tecnológico,Didáctica de la Electrónica," Investigación, desarrollo e innovación",2005/6,Actual
D+TEC - Desarrollo Tecnológico,Neurorealimentacion- FASE 1, Investigación y desarrollo,2005/1,2007/3
D+TEC - Desarrollo Tecnológico,Desarrollo de Sistema Automatico de Deteccion de Fallo en Textiles, Investigación y desarrollo,2005/1,2006/6
D+TEC - Desarrollo Tecnológico,"Construcción, Modelación y Control de una Cámara de Atmósfera Controlada para la   Preservación en Poscosecha de Frutas y Hortalizas.", Investigación y desarrollo,2005/1,Actual
D+TEC - Desarrollo Tecnológico,Determinación Analítica para el Cálculo de Elementos de Máquinas, Extensión y responsabilidad social CTI,,
D+TEC - Desarrollo Tecnológico,Neurorealimentacion, Investigación y desarrollo,2005/1,2006/Sin mes
D+TEC - Desarrollo Tecnológico,"Procesamiento y caracterización de los nitruros de cromo depositados sobre un acero 316L en atmósfera gaseosa a baja temperatura, como alternativas de material en implantes médicos", Investigación y desarrollo,2005/1,Actual
D+TEC - Desarrollo Tecnológico,ALFA Labioproc : II-0407-FA, Investigación y desarrollo,2005/1,2007/1
D+TEC - Desarrollo Tecnológico,ALFA Labioproc: II-0407-FA, Extensión y responsabilidad social CTI,,
D+TEC - Desarrollo Tecnológico,Diseño Control Fuzzy para una Camara de Atmosfera Controlada, Extensión y responsabilidad social CTI,,
D+TEC - Desarrollo Tecnológico,Procesamiento Digital de Señales en la Isquemia Cardiaca, Investigación y desarrollo,2004/1,2006/Sin mes
D+TEC - Desarrollo Tecnológico,Comunicacion óptica de datos," Investigación, desarrollo e innovación",2003/1,2005/Sin mes
D+TEC - Desarrollo Tecnológico,"Modelado, simulacion, diseño y construccion de una planta piloto de una secadora rotatoria de cafe pergamino con control de temperatura y humedad", Investigación y desarrollo,2002/1,2004/2
D+TEC - Desarrollo Tecnológico,Procesamiento Digital de Señales en la Isquemia Cardiaca, Investigación y desarrollo,2002/1,2005/Sin mes
D+TEC - Desarrollo Tecnológico,Prototipado y caracterizacion de un sistema de medicion inferencial de humedad en procesos de secado de arroz, Investigación y desarrollo,2002/1,2004/1
D+TEC - Desarrollo Tecnológico,SOFT4S: Soft Sensors for the Chemical ProceSs Industry, Investigación y desarrollo,2000/1,2002/Sin mes
D+TEC - Desarrollo Tecnológico,Conformation of a center of excellence for the northern part of South America in the field of industrial automation," Investigación, desarrollo e innovación",1999/1,Actual
D+TEC - Desarrollo Tecnológico,Proyecto Alfa FAVI: Formacion Academica Avanzada en Ingenieria," Investigación, desarrollo e innovación",1997/1,1998/Sin mes
GINNOVA,Diseño metodológico para la construcción compartida para el Tolima al año 2025, Extensión y responsabilidad social CTI,,
GINNOVA,Participacion en el proyecto Alfa a ser sometido a la Comisión Europea: Creación y apoyo de la Maestría en Gestión Industrial en Latinoamerica, Extensión y responsabilidad social CTI,,
GINNOVA,Management and Performance of Reseacrch Institutes in Colombia., Extensión y responsabilidad social CTI,,
GINNOVA,Autoevaluación para la Recreaditación del Programa de Ingeniería Industrial., Extensión y responsabilidad social CTI,,
GINNOVA,Modelos matematicos para la productividad y competitividad, Extensión y responsabilidad social CTI,,
GINNOVA,The TrendChart on innovation - Thematic Report: Progress towards the objectives set out in the European Commission Communication on innovation in a Knowledge-Driven Economy, Extensión y responsabilidad social CTI,,
GINNOVA,The TrendChart on innovation - Thematic Report: Transnational Learning in Innovation Policy, Extensión y responsabilidad social CTI,,
GINNOVA,Measuring IST industrial impacts & socio-economic results, Extensión y responsabilidad social CTI,,
GINNOVA,Evaluación de subproductos de cosecha y transformación de agrocadenas priorizadas en el Tolima para la obtención de materiales de construcción. Caso Arroz y Café, Investigación y desarrollo,2020/7,Actual
GINNOVA,Comprender y mitigar el impacto del COVID-19 en los pequeños agricultores del Cañón de Combeima (Tolima-Colombia), Extensión y responsabilidad social CTI,,
GINNOVA,Influencia de las condiciones de manejo y operación del grano de cacao artesanal en los atributos de calidad del licor de cacao, Investigación y desarrollo,2020/7,Actual
GINNOVA,Implementación y formación en el uso de deshidratadores solares para empoderar a las  mujeres de zonas rurales en el marco del posconflicto, Investigación y desarrollo,2019/10,Actual
GINNOVA,FORTALECIMIENTO DE REDES TERRITORIALES PARA LA INNOVACIÓN EN UNIDADES PRODUCTIVAS AGROPECUARIAS DEL DEPARTAMENTO DEL TOLIMA, Investigación y desarrollo,2019/6,Actual
GINNOVA,Modelamiento de una cadena de recuperación de llantas usadas en el contexto urbano. Caso Ibagué, Investigación y desarrollo,2018/1,Actual
GINNOVA,"Diseño e implementación, a nivel piloto, de un modelo de gestión de cadena de suministro sustentable para la agrocadena del Aguacate Hass en el norte del Tolima, con el fin de apoyar su proceso de internacionalización", Investigación y desarrollo,2018/1,Actual
GINNOVA,Modelamiento de una cadena de recuperación de llantas usadas en el contexto urbano. Caso Ibagué, Investigación y desarrollo,2018/1,Actual
GINNOVA,"Diseño e implementación, a nivel piloto, de un modelo de gestión de cadena de suministro sustentable para la agrocadena del Aguacate Hass en el norte del Tolima, con el fin de apoyar su proceso de internacionalización", Investigación y desarrollo,2018/1,Actual
GINNOVA,PLANNTIC-SISTEMA DE GESTION Y TRAZABILIDAD DE OPERACIONES EN UNIDADES AGRICOLAS, Investigación y desarrollo,2017/11,2018/8
GINNOVA,"Upgrading institutional capacities in innovation policies in Colombia: choice, design and assessment", Investigación y desarrollo,2017/4,Actual
GINNOVA,Estudio de las relaciones colaborativas en una cadena de suministros: un caso de aplicación a la Administración de Proyectos, Investigación y desarrollo,2017/2,2019/8
GINNOVA,Formulación y validación de heurísticas para optimizar el servicio al cliente en configuraciones flexibles en el departamento del Tolima., Investigación y desarrollo,2017/1,Actual
GINNOVA,"Propuesta de software de optimización al proceso de planeación, gestión y control de matrículas en nivel profesional de la universidad de Ibagué.", Investigación y desarrollo,2016/8,2016/12
GINNOVA,"AUTOEVALUACIÓN DE PROGRANAS DE MAESTRIA, CASO  MAESTRIA EN GERENCIA DE LA CALIDAD", Investigación y desarrollo,2016/8,2017/11
GINNOVA,"Dinámicas de los estados nutricionales de la población colombiana a nivel departamental por sexo, edad y grupo socioeconómico.", Investigación y desarrollo,2016/7,Actual
GINNOVA,Reestructuración del área administrativa y logística de la empresa AGROVELCA, Investigación y desarrollo,2015/2,2015/8
GINNOVA,Oportunidades de Emprendimiento Cultural y Creativo en la Cadena Productiva de la Música en el Tolima., Investigación y desarrollo,2014/12,2015/10
GINNOVA,"EVALUACIÓN CIENTÍFICO-TECNOLÓGICA, SOCIO-CULTURAL Y AMBIENTAL DEL PROGRAMA TOLIMA VIVE DIGITAL", Investigación y desarrollo,2014/10,2015/3
GINNOVA,Evaluación del sistema de transporte de gaas comprimido desde la ciudad de Popayán hacía Pasto, Investigación y desarrollo,2014/9,2014/12
GINNOVA,Diseño e implementación de un modelo de planeación y programación de cirugías en una entidad especializada de salud en la cuidad de Ibagué, Investigación y desarrollo,2014/7,2016/1
GINNOVA,Diagnóstico de las condiciones de base y determinación de alternativas tecnológicas para la potencial puesta en marcha de cadenas de suministro colaborativas en zonas turísticas del Tolima¿, Investigación y desarrollo,2014/5,2015/5
GINNOVA,Diseño e implementación de un modelo logístico como base de la integración de valor de la cadena hortofrutícola del Tolima, Investigación y desarrollo,2014/2,2017/6
GINNOVA,Generación de alternativas de base tecnológica para la integración de valor a lo largo de las cadenas de suministro de la industria turística en el Tolima, Investigación y desarrollo,2014/1,2015/1
GINNOVA,Diseño y aplicación de herramientas para medición y mejoramiento de la capacidad de proceso.  Estudio de caso., Investigación y desarrollo,2014/1,2015/6
GINNOVA,Diseño e implementación de un modelo logístico como base la integración de valor de la cadena hortofrutícola en el Tolima, Investigación y desarrollo,2013/11,2017/5
GINNOVA,Diseño e implementación de un modelo logístico como base para la integración de valor de la cadena hortofrutícola del Tolima, Investigación y desarrollo,2013/8,2015/12
GINNOVA,Identificar y analizar las condiciones de operación y mantenimiento de la maquinaria en el proceso productivo de la empresa Avícola Triple A S.A.S. de la ciudad de Ibagué, Investigación y desarrollo,2013/7,2014/7
GINNOVA,Análisis de los factores de improductividad en el proceso industrial de la panela en el Trapiche de la Hacienda El Escobal, Investigación y desarrollo,2013/6,Actual
GINNOVA,Estudio de tiempos y movimientos y programación de las rutas y del personal del área de facturación, Investigación y desarrollo,2013/6,2013/9
GINNOVA,Modelo Integrado de Operación Logistica para los Hoteles en el Departamento del Tolima, Investigación y desarrollo,2013/6,2014/6
GINNOVA,Análisis del impacto socio-económico de la integración de las TIC en el sector turísmo tolimense - Caso proyecto Tolima Turistic, Investigación y desarrollo,2013/3,2014/3
GINNOVA,Diseño de estrategias de mejoramiento logístico para la integración de valor de la cadena hortofrutícola en el municipio de Cajamarca y su zona de influencia (Tolima), Investigación y desarrollo,2013/1,2015/12
GINNOVA,Técnicas de medición y mejoramiento de procesos orientadas a capacidades seis sigma, Investigación y desarrollo,2012/1,2013/6
GINNOVA,Metodología para el Análisis de Resultados e Impactos de los Procesos de Creatividad e Innovación del Centro de Innovación Ltda.," Investigación, desarrollo e innovación",2012/1,2014/5
GINNOVA,"Servicio de software administrativo y contable en la nube (e-sigma), innovación y eficiencia para MiPyme"," Investigación, desarrollo e innovación",2011/11,2012/11
GINNOVA,Logística Hospitalaria aplicada al sector hospitalario en Ibagué. El servicio de urgencias del Instituto del Corazón de Ibagué, Investigación y desarrollo,2011/2,2013/12
GINNOVA,Tolima turistic: una vitrina del Tolima para el mundo, Extensión y responsabilidad social CTI,,
GINNOVA,Diseño de un doctora en Ingeniería y estructuración y desarrollo de criterios de calidad para el registro calificado del doctorado en Ingeniería en el marco de la Red Universitaria Mutis," Investigación, desarrollo e innovación",2010/1,2013/12
GINNOVA,Implementación de un proceso de laminación (prototipo) y control para el caucho en los municipios de Cunday y Villa Rica del departamento del Tolima, Investigación y desarrollo,2009/7,2011/7
GINNOVA,"Generación de condiciones para la competitividad en agronegocios con potencial exportador en el Tolima. Una propuesta de desarrollo tecnológico e innovación en producto y proceso. Caso específico: Mango, Aguacate y Banano", Investigación y desarrollo,2009/2,2011/12
GINNOVA,Estudio del potencial logístico del Tolima, Investigación y desarrollo,2009/1,2010/12
GINNOVA,Análisis del potencial logístico del Tolima, Extensión y responsabilidad social CTI,,
GINNOVA,ANALISIS DE LA CAPACIDAD LOGISTICA DE TRANSPORTE Y ALMACENAMIENTO EN EL DEPARTAMENTO DEL TOLIMA, Investigación y desarrollo,2008/11,2010/6
GINNOVA,"Diseño, desarrollo e implementación del sistema de gestión de calidad, según la norma ISO 17025 para el laboratorio de Quimica, aguas residuales, de la Universidad de Ibagué."," Investigación, desarrollo e innovación",2008/10,2009/11
GINNOVA,Diseño de la Maestría en Gerencia de la Calidad," Investigación, desarrollo e innovación",2008/9,2009/12
GINNOVA,"Optimización de Operaciones de Secuenciación en Sistemas Productivos Tipo Flow Shop y Job Shop, Utilizando Meteheurísticas", Investigación y desarrollo,2008/7,2009/6
GINNOVA,Evaluación del Impacto del Programa Pequeños Científicos en la Ciudad de Ibagué, Investigación y desarrollo,2008/7,2009/6
GINNOVA,Análisis de los factores causales de incumplimiento en los programas de talla-color en Fatextol S.A., Investigación y desarrollo,2008/6,2009/7
GINNOVA,Aplicación de nuevos modelos en el diseño de escenarios y Objetos de Aprendizaje que promuevan el desarrollo de software, Investigación y desarrollo,2008/3,Actual
GINNOVA,"Successful and innovative Supply Network Design, Planning and Operation", Investigación y desarrollo,2008/3,2009/6
GINNOVA,Caracterización de la Oferta y Demanda de C&T en el corredor agroindustrial del Tolima, Extensión y responsabilidad social CTI,,
GINNOVA,PROYECTO REFERENCIACIÓN Y FORTALECIMIENTO DE LA PRODUCTIVIDAD EN SECTORES ESTRATÉGICOS DEL TOLIMA, Extensión y responsabilidad social CTI,,
GINNOVA,"Diseño, estructuración, desarrollo e implementación del plan estratégico para la actividad científico-investigativa 2008-2012 de la Facultad de Ingeniería de la universidad de Ibagué."," Investigación, desarrollo e innovación",2007/7,2007/12
GINNOVA,Diseño de las propuestas de registro calificado para los programas de  especialización y Maestría de la Facultad de  Ingeniería de la Universidad de Ibagué," Investigación, desarrollo e innovación",2007/5,2008/5
GINNOVA,Diseño de las propuestas de acreditación de alta calidad para los programas de pregrado en Ingeniería de la Facultad de Ingeniería de la Universidad de Ibagué.," Investigación, desarrollo e innovación",2007/5,2008/12
GINNOVA,"Diseño, estructuración y desarrollo de criterios de calidad para el registro calificado de la especialización en Gestión y control de la calidad del programa de Ingeniería Industrial de la Universidad de Ibagué"," Investigación, desarrollo e innovación",2006/11,2007/6
GINNOVA,Rediseño del Modelo CITE - Perú, Extensión y responsabilidad social CTI,,
GINNOVA,"Filosofía Seis Sigma, guía metodológica para las pequeñas y medianas empresas manufactureras del Tolima", Investigación y desarrollo,2006/5,2007/6
GINNOVA,"Diseño, desarrollo e implementación del sistema de gestión de calidad, según la norma ISO 17025 para el laboratorio de Suelos Concretos y Pavimentos de la Universidad de Ibagué."," Investigación, desarrollo e innovación",2006/3,2008/3
GINNOVA,ACOMPAÑAMIENTO NACIONAL A LA EVALUACIÓN EXTERNA QUE SE HARÁ DE LOS CDT Y CRP A TRAVÉS DE LA COOPERACIÓN TECNICA ESPAÑOLA-CORPORACION ANDINA DE FOMENTO (CAF), Investigación y desarrollo,2006/3,2007/2
GINNOVA,"Influencia de la cultura organizativa y el flujo de conocimiento sobre el rendimiento científico de los grupos de I+D tecnológicos. Aplicación en la Universidad Politécnica de Valencia. Plan Nacional de I+D, España (2004-2007)", Extensión y responsabilidad social CTI,,
GINNOVA,Rendimiento y Colaboración Cientifica en la Investigación Académica," Investigación, desarrollo e innovación",2006/1,2007/6
GINNOVA,"Diseño del sistema de gestión de calidad de la empresa SEAPTO S.A., bajo la norma ISO 9001:2000"," Investigación, desarrollo e innovación",2005/3,2006/10
GINNOVA,Proyecto Joven Investigador Innovador, Investigación y desarrollo,2005/1,Actual
GINNOVA,JOVEN INVESTIGADOR INNOVADOR, Extensión y responsabilidad social CTI,,
GINNOVA,Joven Investigador Innovador, Investigación y desarrollo,2005/1,2006/3
GINNOVA,ACOMPAÑAMIENTO NACIONAL A LA EVALUACIÓN EXTERNA QUE SE HARÁ DE LOS CDT Y CRP A TRAVÉS DE LA COOPERACIÓN TECNICA ESPAÑOLA-CORPORACION ANDINA DE FOMENTO (CAF), Investigación y desarrollo,2004/4,2005/11
GINNOVA,"Diseño del sistema de gestión de calidad de la Cámara de Comercio de Ibagué, bajo la norma ISO 9001:2000"," Investigación, desarrollo e innovación",2004/2,2005/2
GINNOVA,Modelo de gestión estratégica del sistema de operaciones para pymes manufactureras del Tolima con enfoque de productividad sistémica, Investigación y desarrollo,2004/1,2006/1
GINNOVA,Mejoramiento de los procesos de desarrollo y calidad de software, Extensión y responsabilidad social CTI,,
GINNOVA,Modelo de gestión de operaciones para pymes manufactureras del Tolima con enfoque de productividad sistémica, Investigación y desarrollo,2004/1,2006/12
GINNOVA,ACOMPAÑAMIENTO NACIONAL A LA EVALUACIÓN EXTERNA QUE SE HARÁ DE LOS CDT Y CRP A TRAVES DE LA COOPERACIÓN TÉCNICA ESPAÑOLA-CORPORACIÓN ANDINA DE FOMENTO (CAF), Investigación y desarrollo,2004/1,2005/Sin mes
GINNOVA,Modelo de gestión de operaciones para pymes manufactureras del Tolima con enfoque de Productividad Sistémica., Investigación y desarrollo,2004/1,2006/11
GINNOVA,Modelo de gestión de innovación para las Pymes de confección, Investigación y desarrollo,2003/1,Actual
GINNOVA,Diseño del Proceso de Compostación de Gallinaza en Granja Buenos Aires, Investigación y desarrollo,2001/1,2002/Sin mes
GINNOVA,"Montaje del Centro U-E, en grupo de trabajo interno de la institución"," Investigación, desarrollo e innovación",2001/1,2003/Sin mes
GINNOVA,"Homologación de la Productividad en Colombia, en convenio con el CPT.", Investigación y desarrollo,2001/1,2003/Sin mes
